App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Primary Genre,Sub Genre
Moto Rider,GAME,4.2,115176,24,10000000,Free,0,Teen,06/15/2018,1.2.1,4,Racing,
Shadow Fight 2,GAME,4.6,10981850,88,100000000,Free,0,Everyone 10+,07/02/2018,1.9.38,3,Action,
Crazy Wheels,GAME,4,121082,7,10000000,Free,0,Teen,01/17/2018,1.0.7,2.1,Adventure,
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,3.9,500000,Free,0,Everyone,07/08/2018,3.3,4.1,Business,
CV Engineer - Free Resume Maker & CV Templates,BUSINESS,4.6,213,3.8,10000,Free,0,Everyone,04/11/2018,3.5.3,5,Business,
CV Examples 2018,FAMILY,4.5,625,26,100000,Free,0,Everyone,07/30/2018,4,4.0.3,Education,
Curriculum Vitae,BUSINESS,3.7,3757,5,1000000,Free,0,Everyone,03/29/2016,2.8,2.3.3,Business,
Free resume builder CV maker templates PDF formats,BUSINESS,4.4,9555,4.7,1000000,Free,0,Everyone,07/19/2018,7.7,4.1,Business,
Resume Builder - Free CV Maker & Premium Templates,BUSINESS,4.6,770,5.6,100000,Free,0,Everyone,08/03/2018,1.9,4.4,Business,
Easy Cv maker 2018,BOOKS AND REFERENCE,3.9,88,5.3,10000,Free,0,Everyone,03/31/2018,1.1,4,Books & Reference,
Resume PDF Maker / CV Builder,BUSINESS,4.4,2147,2.2,500000,Free,0,Everyone,12/14/2017,1.8,4.4,Business,
Resume & CV Creator by Desygner,PRODUCTIVITY,4.5,48,26,5000,Free,0,Everyone,07/23/2018,2.11.1,5,Productivity,
CV S ( CV Editor - Resume ),BUSINESS,4.5,3972,5.6,100000,Free,0,Teen,06/25/2018,5.1.14,4,Business,
CV Formats 2018,FAMILY,4.3,374,26,100000,Free,0,Everyone,10/09/2017,1,4.0.3,Education,
CV Maker Pro,BUSINESS,3.7,113,8.6,10000,Free,0,Everyone,06/09/2018,3.4.3,4.1,Business,
Free CV Creator,TOOLS,3.9,37,21,10000,Free,0,Everyone,07/18/2018,1.3,4.4,Tools,
"Job CV Maker-Portfolio Maker , Resume Maker",FAMILY,3.9,139,4.8,50000,Free,0,Everyone,07/16/2018,2.1,4.0.3,Education,
Resume Builder and CV maker app,PRODUCTIVITY,4.3,2303,15,100000,Free,0,Everyone,08/02/2018,8.9.2.pro,4.0.3,Productivity,
HOW TO WRITE A CV,BUSINESS,4.1,489,20,100000,Free,0,Everyone,06/27/2018,14,4.0.3,Business,
CV EXAMPLES,BUSINESS,4.1,423,20,100000,Free,0,Everyone,06/07/2018,11,4.0.3,Business,
Cv maker / Job cv maker,FAMILY,4.4,14,5.5,1000,Free,0,Everyone,03/27/2018,1,4,Education,
"Resume Builder Free, CV Maker & Resume Templates",BUSINESS,4.4,20921,5.7,1000000,Free,0,Everyone,01/11/2018,4.0.3,4.1,Business,
"Free Professional Resume Builder, CV, Cover Letter",BUSINESS,4.2,831,11,50000,Free,0,Everyone,06/13/2018,1.3.2.9,4,Business,
Resume Free,PRODUCTIVITY,4.5,27820,4.7,1000000,Free,0,Everyone,07/29/2018,2.1,2.3.3,Productivity,
How to Write CV,BOOKS AND REFERENCE,4.6,244,4.1,100000,Free,0,Everyone,04/22/2016,1.0.0,4,Books & Reference,
"Super Resume Builder Pro, CV",BUSINESS,4.4,244,6.9,1000,Paid,4.99,Everyone,08/17/2017,4.38,2.3,Business,
Free Resume Builder – CV Maker,BUSINESS,4.4,25,12,5000,Free,0,Everyone,06/09/2018,1.5,4.4,Business,
CV Builder,BUSINESS,3.8,203,5.9,10000,Free,0,Everyone,09/30/2016,2.2.1.0,2.3,Business,
Curriculum Vitae - Resume CV,PRODUCTIVITY,2.6,80,2.2,10000,Free,0,Everyone,05/11/2017,2.129.12,4.1,Productivity,
"Resume Maker:Free CV Maker,Templates Builder",BUSINESS,4.2,715,7.1,100000,Free,0,Everyone,08/01/2018,1.8,4.0.3,Business,
Resume Builder / CV Maker & Templates,BUSINESS,4.4,25,7.9,5000,Free,0,Everyone,01/19/2018,1.0.3,4.0.3,Business,
CV maker for Job Applications and Resume Maker,TOOLS,4.2,75,25,10000,Free,0,Everyone,01/31/2018,1.1,4,Tools,
CV Templates 2018,FAMILY,4,13,26,5000,Free,0,Everyone,10/09/2017,1.1,4.0.3,Education,
Job CV Maker & Portfolio Maker,FAMILY,4.2,593,4.9,100000,Free,0,Everyone,01/01/2018,1.0.2,3,Education,
CV Maker for Job Applications:Photo Resume Builder,TOOLS,4,114,25,10000,Free,0,Everyone,06/09/2018,1.5,4,Tools,
CV Creator,FAMILY,4.4,31,8.3,10000,Free,0,Everyone,01/08/2018,1.2.1,4.2,Education,
Resume ( CV Editor ),BUSINESS,4.5,416,6,10000,Free,0,Everyone,06/30/2018,1.2,4,Business,
CV Maker,PERSONALIZATION,3.2,114,3,10000,Free,0,Everyone,03/18/2016,1.02,4.0.3,Personalization,
Resume Maker - Creator,BUSINESS,4.3,740,19,50000,Free,0,Everyone,08/04/2018,1.1.2,4.0.3,Business,
CV Builder for Smart Resumes,BUSINESS,3.4,22,4.1,1000,Free,0,Everyone,05/23/2017,1.9,4.0.3,Business,
CV-RECORD Pro,COMMUNICATION,2.3,42,6,1000,Paid,0.99,Everyone,01/12/2017,1.0.5,4.1,Communication,
CV-Library Job Search,BUSINESS,4.4,6997,4.6,100000,Free,0,Everyone,07/06/2018,6.8.0,4.1,Business,
CV Samples 2018,BUSINESS,4.3,34,26,10000,Free,0,Everyone,10/10/2017,1,4.0.3,Business,
CV (Curriculum Vitae / Resume) Maker,BUSINESS,4.3,4,4.4,5000,Free,0,Everyone,12/27/2017,1.1,4.0.3,Business,
"Easy Resume Builder, Resume help, Curriculum vitae",TOOLS,4.3,996,10,50000,Free,0,Everyone,09/28/2017,2.3,4.0.3,Tools,
Resume / CV,BUSINESS,3.6,125,5,10000,Free,0,Everyone,12/28/2015,2,2.3.3,Business,
VisualCV Resume Builder,BUSINESS,4.6,2555,16,100000,Free,0,Everyone,06/02/2017,2.5.0,4.4,Business,
Resume Maker / CV creator & Templates,TOOLS,4.2,54,22,5000,Free,0,Everyone,04/15/2018,1.0.6,4.0.3,Tools,
Resume Builder - Curriculum Vitae & Resume Maker,BUSINESS,4,12,8.1,5000,Free,0,Everyone,06/07/2018,1.9,4.0.3,Business,
The CW,FAMILY,4.4,288209,21,5000000,Free,0,Teen,07/23/2018,2.17,4.4,Entertainment,
CW Seed,FAMILY,4.5,16391,13,500000,Free,0,Teen,07/18/2018,1.16,4.4,Entertainment,
The CW TV app,FAMILY,3.2,24,4.8,5000,Free,0,Everyone,07/28/2018,1.1,3.2,Entertainment,
CW TV,NEWS AND MAGAZINES,1.7,367,6.1,50000,Free,0,Everyone,03/02/2018,1.7,4,News & Magazines,
The CW TN app 2018,FAMILY,2.2,54,4.3,10000,Free,0,Everyone,04/30/2018,1,3.2,Entertainment,
Archie Comics,COMICS,3.8,5084,6.2,100000,Free,0,Everyone,06/19/2018,2.2.0,4.3,Comics,
2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5,100,Paid,1.49,Everyone,03/05/2018,1.0.9,1.6,Communication,
All Star Of CW,FAMILY,4.3,0,2.4,10,Free,0,Everyone,02/06/2018,2.03,4.0.3,Role Playing,
Cartoon Wars: Blade,GAME,4.4,165656,38,5000000,Free,0,Teen,02/07/2018,1.1.0,2.3,Arcade,
FANDOM: Arrow and The Flash,FAMILY,4.5,3935,9.5,100000,Free,0,Mature 17+,06/07/2018,2.9.8,4.4,Entertainment,
CW Beacon for Ham Radio,COMMUNICATION,4.8,10,0.50390625,100,Paid,1.49,Everyone,01/22/2015,KM,1.6,Communication,
IZ2UUF Morse Koch CW,COMMUNICATION,4.6,649,0.817382813,50000,Free,0,Everyone,08/08/2013,1.0.013,2.1,Communication,
Morse Decoder for Ham Radio,COMMUNICATION,3.7,166,2,5000,Paid,4.99,Everyone,03/14/2017,1.52,2.3,Communication,
C W Browser,COMMUNICATION,4.4,14,17,100,Free,0,Everyone,10/28/2017,1,4,Communication,
Canon CameraWindow,PHOTOGRAPHY,3.5,12204,6.8,1000000,Free,0,Everyone,03/14/2017,1.5.2.21,2.3.3,Photography,
Saiyan Of CW,FAMILY,3.8,5,1.1,500,Free,0,Everyone,07/31/2018,2.0.10,4.0.3,Role Playing,
CW Studio ®,COMMUNICATION,3.8,9,0.76171875,100,Paid,0.99,Everyone,05/19/2015,1.2,2.3.3,Communication,
20WPM Amateur ham radio Koch CW Morse code trainer,COMMUNICATION,4.3,12,3.7,100,Paid,1.49,Everyone,05/22/2018,3.0.4,2.1,Communication,
CW Bluetooth SPP,COMMUNICATION,4.3,3,0.938476563,100,Free,0,Everyone,03/31/2018,1.2,6,Communication,
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6,10000,Paid,2.99,Everyone,01/06/2018,2.28,2.3,Communication,
Free CW TN Videos 2018,FAMILY,4.3,0,4.8,10,Free,0,Everyone,07/28/2018,1,3.2,Entertainment,
The Church at CW,LIFESTYLE,4.5,2,7.8,100,Free,0,Teen,06/25/2018,3.8.0,4.1,Lifestyle,
CW Mobile,FAMILY,4.3,3,22,50,Free,0,Everyone,06/25/2018,3.3.99,4.2,Education,
CW BLE Peripheral Simulator,COMMUNICATION,4.3,2,1.5,500,Free,0,Everyone,03/08/2017,1,4.4,Communication,
Morse Machine for Ham Radio,COMMUNICATION,4.8,341,9.6,5000,Paid,0.99,Everyone,02/20/2015,iu4,2,Communication,
Morse Player,FAMILY,5,12,2.4,100,Paid,1.99,Everyone,01/23/2017,2.1.1,3,Education,
My CW,TOOLS,3,1,55,100,Free,0,Everyone,10/27/2016,2.35.1,4.1,Tools,
CW Ringtone (Morse Code generator),COMMUNICATION,4.3,0,0.262695313,10,Paid,2.49,Everyone,03/16/2018,1.0.2,2.2,Communication,
30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5,1,3.7,10,Paid,1.49,Everyone,05/18/2018,2.0.2,2.1,Education,
Learn CW,FAMILY,4.3,0,21,1,Paid,2.49,Everyone,04/06/2018,1.1,4.3,Education,
DC All Access,FAMILY,4.4,12639,96,500000,Free,0,Teen,10/17/2017,3.5,4.1,Entertainment,
Koch Morse Trainer Pro,COMMUNICATION,4.6,94,1.1,1000,Paid,2.49,Everyone,02/14/2015,2.1.1,2.2,Communication,
Morse Code Reader,COMMUNICATION,3.9,1436,0.01953125,100000,Free,0,Everyone,08/26/2013,1,1.6,Communication,
CW Nuclear,BOOKS AND REFERENCE,3.3,15,12,1000,Free,0,Everyone,11/17/2017,1.2,4,Books & Reference,
CW Deposit,BUSINESS,3,4,0.486328125,1000,Free,0,Everyone,02/06/2014,2.1.5,2.1,Business,
Hallmark Channel Everywhere,FAMILY,4.2,6784,13,500000,Free,0,Everyone,08/30/2017,2.3.0,4.4,Entertainment,
Morse Player Free,FAMILY,4.2,268,4.2,50000,Free,0,Everyone,01/23/2017,2.1.1,3,Education,
News 8 San Diego,NEWS AND MAGAZINES,4.2,1137,11,50000,Free,0,Everyone,07/23/2018,5.5.0,4.3,News & Magazines,
Learn Morse Code - G0HYN Learn Morse,COMMUNICATION,4,27,0.5859375,5000,Free,0,Everyone,05/08/2018,5,2.2,Communication,
SYFY,FAMILY,3.2,3069,18,500000,Free,0,Teen,05/24/2018,3.3.1.41,4.4,Entertainment,
Morse Notifier Free,TOOLS,4.6,79,3,1000,Free,0,Everyone,11/08/2017,2.9.9,4.0.3,Tools,
AMC,FAMILY,3.2,20843,14,1000000,Free,0,Teen,08/02/2018,3.3.85 (2),4.4,Entertainment,
Cartoon Wars 3,FAMILY,4.1,137674,72,5000000,Free,0,Teen,07/04/2018,2.0.2,2.3,Role Playing,
Oracle CX Cloud Mobile,BUSINESS,4.4,48,54,5000,Free,0,Everyone,07/07/2018,11.13.18.05.07.03,4.4,Business,
CX-10WiFi,FAMILY,4,1419,12,100000,Free,0,Everyone,10/25/2017,2.5_16,4,Casual,
CX-OF,FAMILY,4.2,18,37,1000,Free,0,Everyone,01/31/2018,7.2.1,4.3,Entertainment,
cx-32wifi,FAMILY,4.1,62,6.5,10000,Free,0,Everyone,11/14/2015,1.4,2.2,Entertainment,
CX-17WIFI,FAMILY,4.3,49,6.6,10000,Free,0,Everyone,03/21/2018,2.3,4.3,Entertainment,
Cathay Pacific,TRAVEL AND LOCAL,3.3,4069,50,1000000,Free,0,Everyone,07/25/2018,6.6.1,4.3,Travel & Local,
Cx File Explorer,TOOLS,4.7,175,4.3,10000,Free,0,Everyone,07/28/2018,1.0.7,5,Tools,
cx-33wifi,FAMILY,4.4,63,7.6,10000,Free,0,Everyone,11/14/2015,1.4,2.2,Entertainment,
CX-WiFi720P,FAMILY,3.1,47,5.5,10000,Free,0,Everyone,11/14/2015,2,2.2,Entertainment,
CX-60,FAMILY,3.1,19,94,1000,Free,0,Everyone,05/09/2017,1.6,2.3,Casual,
ACTIVEON CX & CX GOLD,VIDEO PLAYERS,3.3,439,35,50000,Free,0,Everyone,03/04/2016,0.7.9,4,Video Players & Editors,
CX North America,BUSINESS,3.9,10,55,500,Free,0,Everyone,03/14/2018,1.2,4,Business,
CX-10DS,FAMILY,3.4,12,11,1000,Free,0,Everyone,09/15/2017,1.5_6,4,Casual,
CX-37,FAMILY,3.9,13,12,1000,Free,0,Everyone,05/30/2016,1.3_4,3,Casual,
Avaya CX,BUSINESS,4.4,21,21,1000,Free,0,Everyone,07/25/2018,v6.7.14,5,Business,
TI-Nspire CX Calculator Manual,FAMILY,3.9,11,27,500,Paid,4.99,Everyone,07/21/2018,1.3.0,4.1,Education,
CX_WiFiUFO,SPORTS,3.7,818,5.3,100000,Free,0,Everyone,06/08/2016,4.4_23,4,Sports,
CX watcher,FAMILY,4.5,4,30,500,Free,0,Everyone,06/21/2018,1.5_6,4.1,Casual,
Theme For Techno Camon CX,PERSONALIZATION,4.7,42,10,5000,Free,0,Everyone,05/10/2017,1.0.,4,Personalization,
CX-95WIFI,LIFESTYLE,4.3,6,11,500,Free,0,Everyone,06/02/2017,2.1,4,Lifestyle,
Theme for Tecno Camon CX / C8,LIFESTYLE,4.6,147,9.8,10000,Free,0,Everyone,05/02/2017,1.0.1,4,Lifestyle,
CX Carrier Lite,BUSINESS,4.3,0,68,10,Free,0,Everyone,06/11/2018,1,4,Business,
Oración CX,LIFESTYLE,5,103,3.8,5000,Free,0,Everyone,09/12/2017,5.1.10,4.1,Lifestyle,
CX-40,FAMILY,3,2,33,100,Free,0,Everyone,12/14/2017,3,4,Entertainment,
Cx Wize,PRODUCTIVITY,4.3,3,24,100,Free,0,Everyone,07/30/2018,2.1.0,4.1,Productivity,
Ring,COMMUNICATION,3.9,517,35,10000,Free,0,Everyone,08/06/2018,20180805,4.4,Communication,
Racing CX,GAME,4.3,4,20,500,Free,0,Everyone,06/06/2017,1,2.2,Racing,
cx advance call blocker,PERSONALIZATION,5,3,3.4,50,Free,0,Everyone,04/09/2018,1,4,Personalization,
CX Ram Booster,TOOLS,3.9,12,2.5,500,Free,0,Everyone,06/02/2017,1,2.2,Tools,
CX-42,FAMILY,4.3,0,32,10,Free,0,Everyone,01/02/2018,1.2_3,4.2,Casual,
CX Capture,BUSINESS,4.3,1,5.8,100,Free,0,Everyone,01/23/2018,v1.2.2,4.0.3,Business,
CONNECT: The Mobile CX Summit,PRODUCTIVITY,4.3,0,18,50,Free,0,Teen,08/01/2018,7.18.0.0,5,Productivity,
Hyundai CX Conference,COMMUNICATION,4.3,0,20,50,Free,0,Everyone,05/27/2018,2.10.2,4.2,Communication,
CX-41,LIFESTYLE,4.3,1,32,100,Free,0,Everyone,12/14/2017,3,4.1,Lifestyle,
CX Monthly Tech News,VIDEO PLAYERS,4.3,2,6.9,500,Free,0,Everyone,06/09/2016,6.1.0,4,Video Players & Editors,
CXmodel-ufo,FAMILY,3.8,19,12,1000,Free,0,Everyone,01/19/2017,2.1,2.2,Entertainment,
CX Summit,PRODUCTIVITY,4.3,1,17,50,Free,0,Teen,09/20/2017,7.12.0.1,4.2,Productivity,
Secret Codes For Android,TOOLS,3.6,6060,0.578125,500000,Free,0,Everyone,02/04/2016,2,2.1,Tools,
Absolute RC Heli Simulator,SPORTS,3.9,654,50,10000,Paid,4.99,Everyone,12/20/2017,3.29,4.1,Sports,
WiFi FPV,FAMILY,3.8,316,19,100000,Free,0,Everyone,06/01/2017,1.8,2.2,Entertainment,
CX Elevated,BUSINESS,4.3,0,55,50,Free,0,Everyone,02/01/2018,1,4.1,Business,
go41cx,FAMILY,4.8,171,1,1000,Paid,10,Everyone,10/18/2016,1.7.0,2.2,Education,
FlexRelease CX,BUSINESS,4.3,4,2,1000,Free,0,Everyone,07/25/2016,1.5.0,2.3.3,Business,
Ambient CX,BUSINESS,4.3,0,7.5,5,Free,0,Everyone,05/09/2017,1,2.3.3,Business,
QuestionPro - CX,BUSINESS,4.3,1,16,50,Free,0,Everyone,08/03/2018,1.3,4.1,Business,
CX Network,BUSINESS,4.3,0,10,0,Free,0,Everyone,08/06/2018,1.3.1,4.1,Business,
Freecell CY,GAME,4,387,1.1,50000,Free,0,Everyone,04/16/2011,1.3.3,1.6,Card,
Cytus II,GAME,4.7,16851,81,100000,Paid,1.99,Everyone 10+,08/03/2018,1.5.0,4.4,Music,
Cy-Reader,FAMILY,4.8,17,15,100,Free,0,Everyone,08/03/2018,1.7,4.2,Education,
Cy-Fair FCU Mobile Banking,FINANCE,4.7,439,13,5000,Free,0,Everyone,01/30/2018,5.7.1.0,5,Finance,
Cytus,GAME,4.7,541732,20,5000000,Free,0,Everyone,02/09/2018,10.0.10,2.3,Music,
Cy-Ranch,NEWS AND MAGAZINES,4.5,27,7.1,500,Free,0,Everyone,05/06/2018,7.5.0,4.1,News & Magazines,
Recycling Cy,LIFESTYLE,4,47,4.5,1000,Free,0,Everyone,08/02/2017,2,3.2,Lifestyle,
CY Konum,PERSONALIZATION,4.3,1,1.3,100,Free,0,Everyone,06/27/2018,3,5.1,Personalization,
CY.SEND Online Top Up,FINANCE,3.2,191,10,10000,Free,0,Everyone,01/25/2018,4.5.6,4,Finance,
ABTO CY-ET1,TOOLS,4.3,1,29,100,Free,0,Everyone,02/06/2017,2.0.0.0,4,Tools,
CY:ME - real time gps tracker,MAPS AND NAVIGATION,4.3,8,0.731445313,1000,Free,0,Everyone,09/28/2013,1.08,2.2,Maps & Navigation,
Alpha Bank CY,FINANCE,4.7,39,20,1000,Free,0,Everyone,03/20/2018,1.11,4.3,Finance,
Cy Messenger,COMMUNICATION,4.5,4,8.1,100,Free,0,Everyone,08/30/2014,1.3.0,2.3.3,Communication,
Amadeus GR & CY,COMMUNICATION,4.3,4,3.8,100,Free,0,Everyone,02/01/2018,2.07,4.1,Communication,
Igitabo cy'Indirimbo,FAMILY,4.5,93,1.6,50000,Free,0,Everyone,02/05/2018,INDIRIMBO V.2014.002,1.6,Entertainment,
Doctor Finder CY,MEDICAL,4.9,57,6.1,1000,Free,0,Everyone,11/11/2015,1.7,3,Medical,
Eshopcy.com.cy,SHOPPING,4.2,182,4.9,5000,Free,0,Everyone,08/03/2018,1.3,2.2,Shopping,
Cy-Fair VFD EMS Protocols,MEDICAL,5,2,20,100,Free,0,Everyone 10+,09/21/2017,1.8.3,4.1,Medical,
EUROBANK CY,FINANCE,4.3,30,15,100,Free,0,Everyone,06/12/2018,1.0.1,4.3,Finance,
Cy-Fair Christian Church,LIFESTYLE,5,2,9.3,100,Free,0,Everyone,08/03/2017,24.8.1,4.1,Lifestyle,
Mediabox CY,FAMILY,4.3,0,12,10,Free,0,Everyone,12/31/2017,1,4.1,Entertainment,
Capitalnews.com.cy,NEWS AND MAGAZINES,4.3,0,3.9,10,Free,0,Everyone,03/23/2017,0.0.2,4.1,News & Magazines,
Shadowverse CCG,GAME,4.2,47340,61,1000000,Free,0,Teen,07/30/2018,2.2.15,4.1,Card,
CY Digital Net,SHOPPING,4.7,3,5.8,500,Free,0,Everyone,08/01/2017,2.0.0,4,Shopping,
Cy-Fair Houston Chamber,BUSINESS,4.3,0,5,5,Free,0,Everyone,06/06/2018,4.1.239,4.1,Business,
StudentLife.com.cy,NEWS AND MAGAZINES,4.3,17,4.4,100,Free,0,Everyone,03/14/2017,1.0.11,4.1,News & Magazines,
VAT check CY,BUSINESS,4.3,0,0.626953125,100,Free,0,Everyone,05/18/2013,1.0.16,1.6,Business,
Cy's Elma Pharmacy,HEALTH AND FITNESS,4.3,0,9.4,10,Free,0,Everyone 10+,06/28/2018,7.4.8,4.0.3,Health & Fitness,
CY Spray nozzle,BOOKS AND REFERENCE,4.3,0,3.3,10,Free,0,Everyone,08/03/2017,1.01.00,4.0.3,Books & Reference,
Cymath - Math Problem Solver,FAMILY,4.5,10159,6.4,1000000,Free,0,Everyone,04/13/2018,2.17,4.1,Education,
Rewards,FINANCE,3.8,57,4,5000,Free,0,Everyone,12/15/2017,4.1,2.3,Finance,
Army of Heroes,FAMILY,4.5,85015,46,1000000,Free,0,Everyone 10+,08/01/2018,1.03.06,4,Strategy,
BibleRead En Cy Zh Yue,BOOKS AND REFERENCE,4.3,0,12,5,Free,0,Everyone,05/17/2018,1,4,Books & Reference,
Math Solver,FAMILY,4.3,2250,30,100000,Free,0,Everyone,11/21/2017,1.2,4.1,Education,
Cyprus Bus Companion,MAPS AND NAVIGATION,3.9,112,1.4,10000,Free,0,Everyone,12/26/2013,1.3,2.2,Maps & Navigation,
Cyprus Police,SOCIAL,4.2,226,15,10000,Free,0,Everyone 10+,01/31/2018,1.122.250.1421,2.2,Social,
foody Cyprus - online ordering,SHOPPING,4.5,214,1.8,10000,Free,0,Everyone,02/27/2018,2.92,4.0.3,Shopping,
Death Dragon Knights RPG,FAMILY,4.1,11179,19,1000000,Free,0,Teen,09/16/2016,2.7,2.3,Role Playing,
Bank Of Cyprus,FINANCE,4.1,1514,12,100000,Free,0,Everyone,02/14/2018,1.1,4.1,Finance,
Map of Cyprus offline,TRAVEL AND LOCAL,4.6,470,21,10000,Free,0,Everyone,03/12/2018,3.9,2.3,Travel & Local,
McDelivery Cyprus,FOOD AND DRINK,3.3,60,25,10000,Free,0,Everyone,05/14/2018,3.1.46 (CY02),4.3,Food & Drink,
CZ-USA,LIFESTYLE,4.5,11,3.4,1000,Free,0,Everyone,03/01/2016,1.0.2,4.0.3,Lifestyle,
CZ File Manager,TOOLS,2.2,876,8.7,1000000,Free,0,Everyone,08/06/2018,3.2.3,4.2,Tools,
Security Camera CZ,HOUSE AND HOME,4.4,137,19,10000,Free,0,Everyone,07/17/2018,1.1.10,4.1,House & Home,
Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8,10000,Free,0,Everyone,05/13/2018,1.3,4,Shopping,
Alzashop.com,SHOPPING,4.5,32014,18,500000,Free,0,Everyone,08/03/2018,Varies with device,Varies with device,Shopping,
KFC CZ,LIFESTYLE,2.8,1189,18,100000,Free,0,Everyone,06/27/2018,5.1.0,4.0.3,Lifestyle,
Skylink Live TV CZ,FAMILY,3.3,2802,15,100000,Free,0,Teen,07/11/2018,5,4.3,Entertainment,
CZ-70 (CZ-50) pistol explained,BOOKS AND REFERENCE,4.3,2,17,10,Paid,5.99,Everyone,11/02/2016,Android 2.1 - 2015,1.6,Books & Reference,
Mapy.cz - Cycling & Hiking offline maps,MAPS AND NAVIGATION,4.5,56409,43,1000000,Free,0,Everyone,06/26/2018,6.2.0,4.1,Maps & Navigation,
CZ-52 pistol explained,BOOKS AND REFERENCE,4.3,0,9.3,10,Paid,5.99,Everyone,09/03/2015,Android 3.0 - 2015,1.6,Books & Reference,
CZ-27 pistol explained,BOOKS AND REFERENCE,4.3,1,11,10,Paid,5.99,Everyone,09/02/2015,Android 3.0 - 2015,1.6,Books & Reference,
Online TV CZ/SK PRO,VIDEO PLAYERS,3.1,167,2,1000,Paid,0.99,Everyone,06/21/2018,3.3.2,4.0.3,Video Players & Editors,
Rande.cz,SOCIAL,3.2,398,2.2,50000,Free,0,Mature 17+,12/03/2014,1.0.1,2.3.3,Social,
Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4,50000,Free,0,Teen,07/27/2017,3.1.0,4.1,Lifestyle,
reality.cz,HOUSE AND HOME,4.1,1372,5.4,50000,Free,0,Everyone,02/15/2018,2.9.0,4.1,House & Home,
CZ-45 pistol explained,BOOKS AND REFERENCE,4.3,1,12,10,Paid,5.49,Everyone,08/10/2017,Android 3.1 - 2015,1.6,Books & Reference,
CZ-Help,BOOKS AND REFERENCE,5,2,1.4,5,Free,0,Everyone,07/13/2018,0.1,4.4,Books & Reference,
Hlášenírozhlasu.cz,COMMUNICATION,4.3,0,17,10,Free,0,Everyone,07/27/2018,2.1.3,4.1,Communication,
signály.cz,SOCIAL,4.3,38,0.860351563,1000,Free,0,Everyone,05/09/2013,1.1,2.2,Social,
CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3,1000,Paid,5.99,Everyone,03/07/2017,3.2.17030601,2.2,Tools,
Pistolet CZ-70 CZ-50 expliqué,BOOKS AND REFERENCE,4.3,0,17,1,Paid,5.99,Everyone,11/01/2016,Android 2.0 - 2016,1.6,Books & Reference,
CZ-38 (vz 38) pistol explained,BOOKS AND REFERENCE,4.3,0,13,5,Paid,5.99,Everyone,08/10/2017,Android 3.1 - 2017,1.6,Books & Reference,
HTC Sense Input - CZ,TOOLS,4.3,87,7.3,10000,Free,0,Everyone,11/09/2015,1.0.612933,5,Tools,
WebCams,WEATHER,4.6,3963,23,100000,Free,0,Everyone,07/17/2018,5.2.11,4.2,Weather,
Wallpapers CZ 75 85,PERSONALIZATION,4.3,0,12,10,Free,0,Teen,04/12/2018,1,4.1,Personalization,
SMS Sender - sluzba.cz,COMMUNICATION,4.3,12,0.0703125,1000,Free,0,Everyone,06/01/2012,2.00.00,2,Communication,
Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2,100,Free,0,Everyone,07/11/2015,1.2.0,3,Photography,
CZ Kompas,TOOLS,5,2,3.5,10,Free,0,Everyone,07/09/2018,1.1,4,Tools,
Modlitební knížka CZ,BOOKS AND REFERENCE,4.3,4,18,500,Free,0,Everyone,02/04/2018,4,4.0.3,Books & Reference,
Reksio cz. 1,BOOKS AND REFERENCE,4.3,0,8.6,10,Paid,0.99,Everyone,03/30/2015,1.0.1,4.0.3,Books & Reference,
MYTO CZ,MAPS AND NAVIGATION,2.9,30,4.8,5000,Free,0,Everyone,02/17/2016,1.2,4.1,Maps & Navigation,
PLAYzone.cz,FAMILY,4.4,14,7.3,500,Free,0,Everyone,11/07/2017,2.1.3,4.1,Entertainment,
Tools & Mi Band,HEALTH AND FITNESS,4.4,15753,13,100000,Paid,3.49,Everyone,07/26/2018,3.7.3,4.3,Health & Fitness,
RoutePlan.cz,PRODUCTIVITY,4.3,6,5.3,100,Free,0,Everyone,06/06/2018,2.5.4,4.0.3,Productivity,
TeeTime.cz,SPORTS,4.6,1641,6.2,10000,Free,0,Everyone,08/02/2018,1.18.34,4,Sports,
What is my IP address,TOOLS,4.5,4228,0.640625,500000,Free,0,Everyone,07/02/2018,2.95,4,Tools,
Windguru Lite,WEATHER,4,9307,5,1000000,Free,0,Everyone,01/09/2018,2.0.8,4.4,Weather,
Vira.cz Widget,LIFESTYLE,4.3,86,0.586914063,1000,Free,0,Everyone,06/15/2016,1,2.2,Lifestyle,
Da Fit,SPORTS,3.5,1151,8.3,10000,Free,0,Everyone,07/23/2018,v1.0.0-195-gb96d9f2,4.4,Sports,
Dan the Man: Action Platformer,GAME,4.8,528550,73,10000000,Free,0,Teen,07/26/2018,1.2.6,4.1,Arcade,
